site_name,continent,country,specific_mar_type,soil_class_val,longitude,latitude,optional,soil_grp
Swimming River,North America,USA,Aquifer storage and recovery,2,-74.090884,40.33223,TRUE,B
Placentia Basin,North America,USA,Infiltration basin,3,-117.886221,33.857704,TRUE,C
Fochabers,Europe,United Kingdom,Bank filtration,12,-3.116,57.611,TRUE,B/D
Sun Lakes City,North America,USA,Aquifer storage and recovery,3,-111.869533,33.218165,TRUE,C
Cajamarca,South America,Peru,Trenches,3,-78.531114,-7.159392,TRUE,C
Scheveningen Flip- Flop,Europe,Netherlands,Aquifer storage and recovery,2,4.31,52.125,TRUE,B
Marathon Pumping Station,North America,USA,Aquifer storage and recovery,3,-81.0938888,24.71083333,TRUE,C
Lange Erlen,Europe,Switzerland,Surface flooding and ditch-and-furrow,13,7.6,47.57,TRUE,C/D
Hunbai,Asia,China,Infiltration basin,3,123.601173,41.828288,TRUE,C
Dagujia River,Asia,China,Subsurface Dam,3,121.283957,37.517839,TRUE,C
Contigny,Europe,France,Infiltration basin,3,3.304569236,46.35318524,TRUE,C
Lagoa Manoel Felipe,South America,Brasil,Infiltration basin,3,-35.20299,-5.79634,TRUE,C
Mankhal Cheruvu,Asia,India,Check dam,4,78.447879,17.165704,TRUE,D
Greenspot Rd basin and recharge dams,North America,USA,Infiltration basin,3,-117.118445,34.099597,TRUE,C
Garmsar,Asia,Iran,Check dam,3,52.438213,35.26982,TRUE,C
San José del Cabo,North America,Mexico,Check dam,4,-109.809358,23.126883,TRUE,D
Souss - Massa,Africa,Morocco,Channel infiltration/spreading,3,-8.877,30.4703,TRUE,C
Tujunga Spreading Grounds,North America,USA,Infiltration basin,3,-118.41479,34.226479,TRUE,C
BS-2,South America,Brasil,Subsurface Dam,3,-39.32563,-8.069837,TRUE,C
Fukuzato,Asia,Japan,Subsurface Dam,13,125.402511,24.734194,TRUE,C/D
Halstead recharge site – trench and basin,North America,USA,Aquifer storage using wells,3,-97.565488,38.014659,TRUE,C
Huantai,Asia,China,Infiltration basin,13,117.911602,36.980017,TRUE,C/D
Oberwerth,Europe,Germany,Bank filtration,3,7.59,50.34,TRUE,C
Turner Basins,North America,USA,Infiltration basin,3,-117.596712,34.073858,TRUE,C
Emamzadeh Jaafar Artificial Recharge (EJAR) Project,Asia,Iran,Check dam,3,50.969885,30.325833,TRUE,C
Ana Catchment 1,Africa,Kenia,Subsurface Dam,4,37.98505,-1.34344,TRUE,D
El Paso Water Utilities 1 (EPWU),North America,USA,Aquifer storage and recovery,3,-106.364521,31.940272,TRUE,C
Olga Water Treatment Plant,North America,USA,Aquifer storage and recovery,2,-81.68222222,26.72,TRUE,B
Twin Oaks ASR – San Antonio Water System (SAWS),North America,USA,Aquifer storage and recovery,3,-98.404393,29.126093,TRUE,C
Bill Gun Dam  (Lockyer Valley),Oceania,Australia,Check dam,14,152.3785385,-27.6283761,TRUE,D/D
County Line AR,North America,USA,Trenches,3,-119.45561,45.792006,TRUE,C
Brooks Street Basin,North America,USA,Infiltration basin,3,-117.711076,34.060761,TRUE,C
Weiler,Europe,Germany,Bank filtration,3,6.87,51.02,TRUE,C
Loeriesfontein,Africa,South Africa,Aquifer storage using wells,3,19.443363,-30.953936,TRUE,C
Aquarenova,Europe,France,Infiltration basin,3,6.156057,43.120094,TRUE,C
West Deptford,North America,USA,Aquifer storage and recovery,2,-75.189861,39.837185,TRUE,B
Condomínio Residencial Alto da Boa Vista,South America,Brasil,Aquifer storage using wells,4,-47.762485,-15.62388,TRUE,D
Broward County Office of Environmental Services 2A (BCOES2A) Water Treatment Plant ASR System,North America,USA,Aquifer storage and recovery,3,-80.252403,26.205657,TRUE,C
Callide Weir (Callide Valley),Oceania,Australia,Check dam,4,150.4731092,-24.3467283,TRUE,D
Badain Jilin Samo,Asia,China,Infiltration basin,3,102.620827,39.725872,TRUE,C
Lake Baltezers,Europe,Latvia,Bank filtration,3,24.10538,56.95471,TRUE,C
Ixtapaluca,North America,Mexico,Check dam,13,-98.87335,19.287398,TRUE,C/D
Yongchang-Jinchang,Asia,China,Infiltration basin,3,102.286657,38.476994,TRUE,C
Goleta Water District,North America,USA,Aquifer storage and recovery,3,-119.854427,34.437686,TRUE,C
Tonami (Kitsunejima) No.1-3,Asia,Japan,Infiltration basin,13,136.918889,36.651667,TRUE,C/D
Grove Basin,North America,USA,Infiltration basin,3,-117.63002,34.016749,TRUE,C
Leiduin,Europe,Netherlands,Infiltration basin,12,4.55,52.38,TRUE,B/D
Lower Day Basin,North America,USA,Infiltration basin,3,-117.543524,34.132022,TRUE,C
Manzanares,South America,Chile,Trenches,13,-72.50955319,-36.35599726,TRUE,C/D
Kitui District,Africa,Kenia,Subsurface Dam,4,38.00394,-1.46194,TRUE,D
Kingfisher,Oceania,Australia,Aquifer storage and recovery,3,138.695693,-34.810455,TRUE,C
Shram sakthi Bhawan (Ministry of Labour and Employment),Asia,India,Trenches,3,77.212059,28.618466,TRUE,C
Rustaq,Asia,Oman,Check dam,3,57.013136,23.955932,TRUE,C
Clarendon Weir  (Lockyer Valley),Oceania,Australia,Check dam,4,152.374924,-27.526693,TRUE,D
Sítio Parque Nossa Senhora da Piedade,South America,Brasil,Trenches,3,-43.92618,-19.84793,TRUE,C
Hieroglyphic Mountains Recharge Project (HMRP),North America,USA,Infiltration basin,3,-112.425473,33.759517,TRUE,C
Echthausen,Europe,Germany,Bank filtration,13,7.89,51.5,TRUE,C/D
N/A,Asia,China,Subsurface Dam,13,107.349539,35.213283,TRUE,C/D
Tualatin Valley Water District,North America,USA,Aquifer storage and recovery,3,-122.892836,45.462151,TRUE,C
Fanshan,Asia,China,Surface flooding and ditch-and-furrow,13,116.158776,39.703593,TRUE,C/D
Barra de Maniçoba,South America,Brasil,Subsurface Dam,3,-37.22113,-6.32229,TRUE,C
Halstead recharge site – well,North America,USA,Aquifer storage using wells,3,-97.565488,38.014659,TRUE,C
Valle Aconcagua,South America,Chile,Infiltration basin,3,-70.6865124,-32.7823009,TRUE,C
JNU – IIT - Sanjay Van Project - Sanjay Van,Asia,India,Check dam,3,77.173517,28.530088,TRUE,C
Korba,Africa,Tunisia,Infiltration basin,3,10.909284,36.66471,TRUE,C
Haidian,Asia,China,Infiltration basin,13,116.214405,39.918853,TRUE,C/D
Johnson Aquifer Recharge Site,North America,USA,Infiltration basin,3,-118.439909,45.95698,TRUE,C
Assentamento Pedro Henrique (Owner: Francisco Lira dos Santos,South America,Brasil,Subsurface Dam,3,-35.7607,-6.7856,TRUE,C
Jardim Atlântico,South America,Brasil,Aquifer storage using wells,3,-49.2953,-16.7265,TRUE,C
Lobau,Europe,Austria,Bank filtration,3,16.5,48.174,TRUE,C
Victoria Basin,North America,USA,Infiltration basin,3,-117.50619,34.129886,TRUE,C
EMBRAPA – Campo experimental da Caatinga BS-1,South America,Brasil,Subsurface Dam,3,-40.328099,-9.069175,TRUE,C
The Vines Golf Course,Oceania,Australia,Aquifer storage and recovery,4,138.57417,-35.093027,TRUE,D
Lagoa de Alagamar,South America,Brasil,Infiltration basin,3,-35.17535,-5.883129,TRUE,C
Villigst,Europe,Germany,Infiltration basin,13,7.627938,51.45192,TRUE,C/D
Ulfiswiese,Europe,Austria,Bank filtration,3,11.344,47.257,TRUE,C
Oregonian Bldg. - 3E1,North America,USA,Aquifer storage and recovery,3,-122.681874,45.514848,TRUE,C
Harkins Slough MAR pond,North America,USA,Infiltration basin,3,-121.817963,36.888578,TRUE,C
Geldermalsen,Europe,Netherlands,Bank filtration,12,5.288029,51.88126,TRUE,B/D
Lagoa de Infiltração Mirassol,South America,Brasil,Infiltration basin,3,-35.204664,-5.844457,TRUE,C
Veerdam,Europe,Netherlands,Bank filtration,2,4.683201,51.82423,TRUE,B
Maligampattu Odai,Asia,India,Aquifer storage using wells,3,79.52805,11.735055,TRUE,C
Brick Township MUA,North America,USA,Aquifer storage and recovery,12,-74.136903,40.0572,TRUE,B/D
Wadi Al Hawasnah & Wadi Bani Omar Dam,Asia,Oman,Check dam,3,57.013136,23.955932,TRUE,C
"Barka, Wadi Hifri (10)",Asia,Oman,Check dam,2,57.790212,23.616123,TRUE,B
Santa Fe Spreading Grounds,North America,USA,Infiltration basin,3,-117.954246,34.120986,TRUE,C
Sítio Almeida,South America,Brasil,Subsurface Dam,3,-35.847647,-7.15178,TRUE,C
Koppanymonostor,Europe,Hungary,Bank filtration,2,18.06084,47.75271,TRUE,B
Fred Hervey Water Reclamation Plant,North America,USA,Aquifer storage using wells,3,-106.364348,31.944596,TRUE,C
Comunidade Mandacácio,South America,Brasil,Subsurface Dam,3,-39.328154,-8.069863,TRUE,C
Torgelow,Europe,Germany,Bank filtration,2,14.08,53.628,TRUE,B
El Hajeb-Sidi Abid,Africa,Tunisia,Surface flooding and ditch-and-furrow,3,10.69585,34.69983,TRUE,C
Madam,Asia,India,Subsurface Dam,3,79.60173,12.38472,TRUE,C
Winkler Avenue,North America,USA,Aquifer storage and recovery,2,-81.881388,26.602222,TRUE,B
Manshad,Asia,Iran,Check dam,2,54.333416,31.605405,TRUE,B
Urfahr,Europe,Austria,Bank filtration,3,14.286,48.307,TRUE,C
Wuhlheide,Europe,Germany,Bank filtration,12,13.53,52.47,TRUE,B/D
Tonopah Desert Recharge Project (TDRP),North America,USA,Infiltration basin,3,-112.984259,33.555862,TRUE,C
Wynn Vale Dam,Oceania,Australia,Aquifer storage and recovery,4,138.699468,-34.799446,TRUE,D
Greenfields Wetlands,Oceania,Australia,Aquifer storage and recovery,3,138.6013319,-34.8093112,TRUE,C
"National Bank of Washington, Villa Plaza Branch – 2D1,3",North America,USA,Aquifer storage and recovery,3,-122.514397,47.163249,TRUE,C
Tanglabidly,Asia,Iran,Check dam,2,54.435217,31.49373,TRUE,B
Langebaan,Africa,South Africa,Aquifer storage using wells,3,18.046854,-33.076732,TRUE,C
"Mannheim ASR Project, Region of Waterloo",North America,Canada,Aquifer storage and recovery,3,-80.531282,43.401755,TRUE,C
Sucre,South America,Bolivia,Trenches,3,-65.245929,-19.05245,TRUE,C
Frankfurter WW2 + WW5 + WW7,Europe,Germany,Infiltration basin,13,8.560689,50.097267,TRUE,C/D
Shanghai,Asia,China,Aquifer storage and recovery,13,121.458065,31.242089,TRUE,C/D
Hawks Prairie Reclaimed Water Satellite,North America,USA,Infiltration basin,3,-122.765124,47.07446,TRUE,C
Cluj,Europe,Romania,Bank filtration,13,23.4908,46.7475,TRUE,C/D
Peace River ASR Project,North America,USA,Aquifer storage and recovery,2,-82.014606,27.094896,TRUE,B
Szentendre Island,Europe,Hungary,Bank filtration,13,19.092,47.738,TRUE,C/D
Binsheimer Feld,Europe,Germany,Infiltration basin,3,6.702,51.509,TRUE,C
Arcade,Europe,Italy,Aquifer storage using wells,3,12.2195,45.7807,TRUE,C
Nagybajcs-szegoye,Europe,Hungary,Bank filtration,3,17.64816,47.69636,TRUE,C
Sohar Dam,Asia,Oman,Check dam,2,56.73214,24.264643,TRUE,B
Kievietsweg,Europe,Netherlands,Bank filtration,14,5,52,TRUE,D/D
Campina de Faro,Europe,Portugal,Infiltration basin,3,-7.915,37.042,TRUE,C
Ujecie Bogucino-Rosciecino,Europe,Poland,Bank filtration,3,15.56,54.169,TRUE,C
Little Dalton Spreading Grounds,North America,USA,Infiltration basin,3,-117.841742,34.152551,TRUE,C
Akola region,Asia,India,Trenches,4,77.002079,20.701167,TRUE,D
Herten,Europe,Netherlands,Aquifer storage and recovery,2,5.962,51.181,TRUE,B
Sítio Olho D'água dos Brandões,South America,Brasil,Subsurface Dam,3,-36.41419,-6.2118,TRUE,C
Distrito Curral Velho,South America,Brasil,Subsurface Dam,3,-38.00017,-6.23119,TRUE,C
Livermore,North America,USA,Aquifer storage and recovery,3,-121.764091,37.685006,TRUE,C
Sítio Maniçoba,South America,Brasil,Subsurface Dam,13,-40.08788,-7.915354,TRUE,C/D
Pitombeira,South America,Brasil,Subsurface Dam,3,-37.24519,-6.45574,TRUE,C
Zanjan plain,Asia,Iran,Surface flooding and ditch-and-furrow,3,48.479061,36.67929,TRUE,C
Moorestown,North America,USA,Aquifer storage and recovery,2,-74.949786,39.970395,TRUE,B
Mount Pleasant Waterworks & Sewer Commission,North America,USA,Aquifer storage and recovery,3,-79.826024,32.833053,TRUE,C
Micron Technologies,North America,USA,Aquifer storage and recovery,3,-116.149497,43.528501,TRUE,C
Wala reservoir,Europe,Jordan,Check dam,3,35.80444,31.56806,TRUE,C
Berkheide,Europe,Netherlands,Infiltration basin,2,4.383,52.183,TRUE,B
Wadi Al Jizzi,Asia,Oman,Check dam,3,56.516248,24.312339,TRUE,C
1211 Shi Ji Da Dao,Asia,China,Aquifer storage using wells,3,121.528131,31.228822,TRUE,C
Trecho do Rio Itajaí do Sul,South America,Brasil,Bank filtration,13,-49.6054,-27.41336,TRUE,C/D
Marco Lakes – Expanded – ASR 3,North America,USA,Aquifer storage and recovery,12,-81.69333333,26.065555,TRUE,B/D
WW Styrum Ost + WW Styrum West,Europe,Germany,Infiltration basin,2,6.8,51.46,TRUE,B
The Paddocks,Oceania,Australia,Aquifer storage and recovery,4,138.642021,-34.811716,TRUE,D
Bergje Texel,Europe,Netherlands,Aquifer storage and recovery,13,4.817,53.033,TRUE,C/D
Shijingshan,Asia,China,Aquifer storage using wells,3,116.204792,39.934926,TRUE,C
Huantai,Asia,China,Surface flooding and ditch-and-furrow,3,118.101882,36.945175,TRUE,C
Ahvenisto,Europe,Finland,Infiltration basin,2,26.51168,61.29572,TRUE,B
"First National Bank, 1405 S.W. Morrison St. Branch3- 3R1,2",North America,USA,Aquifer storage and recovery,3,-122.686471,45.5214,TRUE,C
Off-River Channel,North America,USA,Infiltration basin,3,-117.860583,33.84118,TRUE,C
Rovatnet,Europe,Norway,Bank filtration,12,9.042739,63.238397,TRUE,B/D
Linsental,Europe,Switzerland,Bank filtration,3,8.758,47.468,TRUE,C
Pacoima Spreading Grounds,North America,USA,Infiltration basin,3,-118.448018,34.256425,TRUE,C
Jagsi-Sarfabad deep,Asia,India,Aquifer storage and recovery,3,76.63632,29.276362,TRUE,C
Baoshan Farm,Asia,China,Infiltration basin,13,130.932933,46.937761,TRUE,C/D
American Pipe & Construction Co.,North America,USA,Aquifer storage and recovery,3,-122.664035,45.52921,TRUE,C
Área do Laboratório de Sistemas Prediais - EEC -UFG,South America,Brasil,Aquifer storage using wells,4,-49.241,-16.67698,TRUE,D
Haren,Europe,Netherlands,Aquifer storage and recovery,2,6.613,53.172,TRUE,B
University of Sasketchewan field site 2,North America,Canada,Aquifer storage using wells,2,-107.239452,52.404789,TRUE,B
Raudatain well field R-63,Asia,Kuwait,Aquifer storage and recovery,3,47.72133,29.880411,TRUE,C
San Gabriel River (San Gabriel Valley),North America,USA,Check dam,3,-118.070543,33.9997,TRUE,C
Bhaonta (Beruji),Asia,India,Check dam,3,76.218212,27.333514,TRUE,C
Arrowhead Ranch Water Reclamation Facility (ARWRF),North America,USA,Aquifer storage and recovery,3,-112.196979,33.668322,TRUE,C
Assentamento Pedro Henrique - BS-4 (Owner: Maria de Lourdes F. da Silva),South America,Brasil,Subsurface Dam,3,-35.75722,-6.78083,TRUE,C
Al-Mazraa,Asia,Syria,Aquifer storage and recovery,3,36.296725,33.52459,TRUE,C
"Pacific Power & Light Co. - 3D5,6",North America,USA,Aquifer storage and recovery,3,-122.678194,45.518028,TRUE,C
Northfield/Northgate,Oceania,Australia,Aquifer storage and recovery,3,138.6271309,-34.858292,TRUE,C
Xi'an Nuclear Instrument Factory,Asia,China,Aquifer storage and recovery,3,108.955589,34.222643,TRUE,C
Sandy Creek Weir  (Lockyer Valley),Oceania,Australia,Check dam,4,152.331268,-27.637178,TRUE,D
New River-Agua Fria River Underground Storage Project (NAUSP),North America,USA,Infiltration basin,3,-112.285105,33.526209,TRUE,C
Breehei,Europe,Netherlands,Aquifer storage and recovery,12,6.011,51.482,TRUE,B/D
Big Dalton Spreading Grounds,North America,USA,Infiltration basin,3,-117.836233,34.153644,TRUE,C
Lytchet Minster,Europe,United Kingdom,Aquifer storage and recovery,3,-2.058591,50.738097,TRUE,C
BF Plant Nokia - Maatialaharju,Europe,Finland,Bank filtration,3,23.50126,61.48072,TRUE,C
Sand Hollow Trench,North America,USA,Trenches,2,-113.374203,37.128629,TRUE,B
Ottappalam,Asia,India,Subsurface Dam,13,76.37837,10.770063,TRUE,C/D
T Kromme Gat + De Put,Europe,Netherlands,Bank filtration,13,4.822,51.827,TRUE,C/D
Sojovice,Europe,Czech Republik,Bank filtration,13,14.755827,50.216359,TRUE,C/D
Kissimmee River ASR system (KRARS),North America,USA,Aquifer storage and recovery,2,-80.874917,27.155194,TRUE,B
Noordhollands Duinreservaat,Europe,Netherlands,Infiltration basin,12,4.621,52.547,TRUE,B/D
Shingnapur,Asia,India,Bank filtration,14,77.489684,20.942633,TRUE,D/D
Riverton Heights and Boulevard Park,North America,USA,Aquifer storage and recovery,3,-122.306685,47.497631,TRUE,C
Dominguez Gap Spreading Grounds,North America,USA,Infiltration basin,3,-118.203074,33.845733,TRUE,C
Linkes Tumed-Banne,Asia,China,Aquifer storage and recovery,13,111.863823,40.785557,TRUE,C/D
Verdun-sur-Garonne,Europe,France,Infiltration basin,3,1.236389,43.85389,TRUE,C
Shitoro,Asia,Japan,Subsurface Dam,3,138.1081,34.841013,TRUE,C
Fazenda Sítio Manoel,South America,Brasil,Subsurface Dam,13,-36.373584,-6.524552,TRUE,C/D
Oak Creek,North America,USA,Aquifer storage and recovery,3,-87.92191,42.874693,TRUE,C
Lower Flagstone Creek Weir  (Lockyer Valley),Oceania,Australia,Check dam,14,152.142102,-27.592346,TRUE,D/D
Al Ansab,Asia,Oman,Check dam,2,58.343948,23.548235,TRUE,B
Atlantis Water Resource Management Scheme (AWRMS),Africa,South Africa,Infiltration basin,3,18.449092,-33.628087,TRUE,C
Comarca Lagunera,North America,Mexico,Infiltration basin,3,-103.433333,25.55,TRUE,C
Södertälje,Europe,Sweden,Infiltration basin,13,17.625,59.195,TRUE,C/D
Xian,Asia,China,Aquifer storage using wells,3,108.931544,34.322784,TRUE,C
Westbrook Ave. ASR Site,North America,USA,Aquifer storage and recovery,3,-77.833933,34.22335,TRUE,C
Rokugo basin 2,Asia,Japan,Infiltration basin,3,140.568056,39.416667,TRUE,C
Qingfeng Farm,Asia,China,Aquifer storage and recovery,13,133.072354,45.786947,TRUE,C/D
United Water,North America,USA,Aquifer storage and recovery,3,-116.283314,43.576807,TRUE,C
Redmond ASR,North America,USA,Aquifer storage and recovery,3,-122.10887,47.677008,TRUE,C
Agon-Coutainville,Europe,France,Infiltration basin,13,-1.59444444,49.05527778,TRUE,C/D
Springtree – City of Sunrise ASR System,North America,USA,Aquifer storage and recovery,3,-80.2611111,26.1758333,TRUE,C
Cuenca del Río Sonora,North America,Mexico,Infiltration basin,4,-110.954286,29.068506,TRUE,D
"Federal Savings & Loan Association Building - 27G1,2",North America,USA,Aquifer storage and recovery,3,-122.670789,45.630385,TRUE,C
Valles Centrales de Oaxaca,North America,Mexico,Channel infiltration/spreading,4,-96.578188,16.964935,TRUE,D
Aquífero Cauê – Área de influência Fechos Auxiliar,South America,Brasil,Infiltration basin,3,-60.9,-7.78,TRUE,C
Culemborg,Europe,Netherlands,Bank filtration,3,5.233,51.948,TRUE,C
Mündelheim,Europe,Germany,Bank filtration,12,6.688,51.369,TRUE,B/D
"Fengtai, Peking",Asia,China,Surface flooding and ditch-and-furrow,3,116.248785,39.829667,TRUE,C
Har Ki Pauri,Asia,India,Bank filtration,13,78.175776,29.961269,TRUE,C/D
Jinlang Shangquan,Asia,China,Aquifer storage using wells,3,123.440514,41.775012,TRUE,C
Ankeny ASR,North America,USA,Aquifer storage and recovery,3,-93.610611,41.729115,TRUE,C
Kroombit Dam (Callide Valley),Oceania,Australia,Channel infiltration/spreading,4,150.772157,-24.417232,TRUE,D
La Mitidja Legros System,Africa,Algeria,Infiltration basin,3,2.883073,36.585054,TRUE,C
Oued Biskra,Africa,Algeria,Check dam,2,5.7425,34.89222222,TRUE,B
Stolpe,Europe,Germany,Surface flooding and ditch-and-furrow,2,13.26,52.66,TRUE,B
Wesseling-Hersel,Europe,Germany,Bank filtration,13,6.993,50.822,TRUE,C/D
Lake Manatee ASR Wells,North America,USA,Aquifer storage and recovery,2,-82.354684,27.488002,TRUE,B
Sulaibyia,Asia,Kuwait,Infiltration basin,3,47.799633,29.282019,TRUE,C
Montclair Basin,North America,USA,Infiltration basin,3,-117.702081,34.087024,TRUE,C
Grobbendonk,Europe,Belgium,Infiltration basin,1,4.7167,51.2,TRUE,A
Pleasanton,North America,USA,Aquifer storage and recovery,3,-121.878132,37.663808,TRUE,C
Troutman Water Treatment Facility (formerly Port Malabar),North America,USA,Aquifer storage and recovery,12,-80.598938,28.025659,TRUE,B/D
Fort Dix Land Application Site Infiltration Basin Project,North America,USA,Infiltration basin,2,-74.613484,39.983723,TRUE,B
Orangeburg ASR,North America,USA,Aquifer storage and recovery,3,-80.874017,33.489716,TRUE,C
850 Nongchang,Asia,China,Aquifer storage and recovery,13,132.492276,45.733463,TRUE,C/D
WW Burgaltendorf,Europe,Germany,Infiltration basin,3,7.105129,51.428426,TRUE,C
West Palm Beach WTP,North America,USA,Aquifer storage and recovery,3,-80.06361111,26.71638888,TRUE,C
river Esgueva,Europe,Spain,Aquifer storage and recovery,3,-4.95,41.83,TRUE,C
Hietasalo,Europe,Finland,Bank filtration,3,27.68,62.893,TRUE,C
San Jerónimo Silacayoapilla,North America,Mexico,Check dam,14,-97.849213,17.803086,TRUE,D/D
River View Basin,North America,USA,Infiltration basin,3,-117.866196,33.823354,TRUE,C
Ie,Asia,Japan,Subsurface Dam,3,127.80761,26.727622,TRUE,C
Derwent Park,Oceania,Australia,Aquifer storage and recovery,3,147.293093,-42.830898,TRUE,C
Westhofen1,Europe,Germany,Infiltration basin,13,7.53417,51.41527,TRUE,C/D
Glasgow,Europe,United Kingdom,Bank filtration,3,-4.252396,55.87261,TRUE,C
FE-1R,Europe,Spain,Aquifer storage and recovery,3,-3.72626,40.526561,TRUE,C
Tea Tree Gully Golf Course,Oceania,Australia,Aquifer storage and recovery,4,138.7293378,-34.8035991,TRUE,D
Kiindu Dam 6,Africa,Kenia,Subsurface Dam,4,37.99972,-1.45142,TRUE,D
Eland Platinum Mine,Africa,South Africa,Sand Dams,4,27.881128,-25.630232,TRUE,D
Calleguas – Metropolitan Water District,North America,USA,Aquifer storage and recovery,3,-118.832248,34.246567,TRUE,C
N/A,Asia,China,Subsurface Dam,3,80.840264,38.850061,TRUE,C
Assentamento Pedro Henrique - BS-2 (Owner: Severino Candido de Araújo),South America,Brasil,Subsurface Dam,3,-35.75722,-6.78083,TRUE,C
"AQUITOPIA, Gareh-Bygone-Plain",Asia,Iran,Surface flooding and ditch-and-furrow,3,53.934367,28.60562,TRUE,C
Fish Canyon Spreading Grounds,North America,USA,Check dam,3,-117.922022,34.155909,TRUE,C
Saticoy,North America,USA,Infiltration basin,3,-119.142216,34.279271,TRUE,C
Adam's ASR test site,North America,Canada,Aquifer storage and recovery,3,-106.70293,52.276007,TRUE,C
Croissy-sur-Seine,Europe,France,Infiltration basin,3,2.142506,48.87968,TRUE,C
Santa Clara County Water District,North America,USA,Aquifer storage and recovery,13,-121.863073,37.322411,TRUE,C/D
Carmona,Europe,Spain,Infiltration basin,3,-5.98,37.26,TRUE,C
Irwindale Spreading Grounds/ Manning Pit,North America,USA,Infiltration basin,3,-117.932957,34.098292,TRUE,C
Lagoa da Petrobrás,South America,Brasil,Infiltration basin,3,-35.227377,-5.831019,TRUE,C
Pallejà,Europe,Spain,Bank filtration,3,2.01,41.42,TRUE,C
Komesu,Asia,Japan,Subsurface Dam,3,127.696863,26.094785,TRUE,C
Gordons Corner Well-Injection Facility,North America,USA,Aquifer storage using wells,2,-74.275669,40.334697,TRUE,B
Clackamas River Water ASR,North America,USA,Aquifer storage and recovery,13,-122.582873,45.361589,TRUE,C/D
Ban Nong Na (Nong Kula) 2,Asia,Thailand,Infiltration basin,13,99.999297,16.646433,TRUE,C/D
Vehonniemi- Isokangas Esker,Europe,Finland,Bank filtration,2,24.2,61.382,TRUE,B
Burdekin Delta,Oceania,Australia,Infiltration basin,4,147.4199768,-19.612734,TRUE,D
C-111 infiltration basins,North America,USA,Infiltration basin,13,-80.474013,25.464079,TRUE,C/D
Bora,Asia,Japan,Subsurface Dam,13,125.424377,24.732382,TRUE,C/D
Honeywell,North America,USA,Aquifer storage and recovery,3,-112.081792,33.466335,TRUE,C
Lagoa do Makro,South America,Brasil,Infiltration basin,2,-35.2098,-5.86292,TRUE,B
Linden ponds,North America,USA,Infiltration basin,3,-117.399334,34.154521,TRUE,C
Sierra Madre Spreading Grounds,North America,USA,Infiltration basin,3,-118.040127,34.165474,TRUE,C
Hall-Wentland,North America,USA,Surface flooding and ditch-and-furrow,3,-118.412346,45.999006,TRUE,C
Izena,Asia,Japan,Subsurface Dam,3,127.936413,26.935233,TRUE,C
Soreq-1,Asia,Israel,Infiltration basin,3,34.765221,31.960645,TRUE,C
Gheraiesti,Europe,Romania,Bank filtration,3,26.90449,46.59933,TRUE,C
Harpers Field,Oceania,Australia,Aquifer storage and recovery,4,138.729286,-34.774361,TRUE,D
Youlambie Weir (Three Moon Creek),Oceania,Australia,Check dam,4,151.096769,-24.819166,TRUE,D
Kalateh Asad recharge project,Asia,Iran,Check dam,2,55.625878,36.404847,TRUE,B
Dashin,Asia,China,Surface flooding and ditch-and-furrow,3,116.169693,39.641662,TRUE,C
L-63N (Taylor Creek) ASR System,North America,USA,Aquifer storage and recovery,2,-80.785901,27.238903,TRUE,B
Wasilkow,Europe,Poland,Infiltration basin,2,23.19394,53.19352,TRUE,B
Andritz,Europe,Austria,Bank filtration,3,15.426,47.111,TRUE,C
Área do Instituto de Pesquisas Hidráulicas - UFRGS - Trincheira 2,South America,Brasil,Trenches,13,-51.114595,-30.076102,TRUE,C/D
Direct Injection at Cabezon,North America,USA,Aquifer storage using wells,3,-106.669859,35.269552,TRUE,C
Reijerwaard,Europe,Netherlands,Bank filtration,13,4.6,51.88,TRUE,C/D
Cania Dam (Three Moon Creek),Oceania,Australia,Check dam,3,150.985074,-24.650774,TRUE,C
Campo de pozos de Barranca,South America,Costa Rica,Bank filtration,13,-84.69346111,9.998702778,TRUE,C/D
Calvinia artificial recharge scheme,Africa,South Africa,Aquifer storage and recovery,3,19.773245,-31.464017,TRUE,C
Xiao Zhen Cun,Asia,China,Subsurface Dam,13,117.694767,37.068383,TRUE,C/D
Remmerden,Europe,Netherlands,Bank filtration,3,5.534663,51.97388,TRUE,C
San Gabriel Coastal Spreading Grounds,North America,USA,Infiltration basin,3,-118.077179,33.990456,TRUE,C
Hickory Basin,North America,USA,Infiltration basin,3,-117.510832,34.09242,TRUE,C
Echo Meadows,North America,USA,Surface flooding and ditch-and-furrow,3,-119.265419,45.76608,TRUE,C
Kotwal Cheruvu,Asia,India,Check dam,3,78.418538,17.124582,TRUE,C
"Ci, Handan",Asia,China,Aquifer storage using wells,3,114.225621,36.344002,TRUE,C
Bodenheim,Europe,Germany,Bank filtration,13,8.325,49.937,TRUE,C/D
Missouri River - Missouri–American Water Company,North America,USA,Bank filtration,3,-94.670103,39.189814,TRUE,C
Hartfield Park,Oceania,Australia,Aquifer storage and recovery,3,115.997794,-31.99489,TRUE,C
Tanggeli Desert,Asia,China,Infiltration basin,13,105.124609,37.585192,TRUE,C/D
Parfit Square,Oceania,Australia,Aquifer storage and recovery,3,138.5818388,-34.8996161,TRUE,C
Innovation Farm,Asia,China,Infiltration basin,13,133.043657,47.365331,TRUE,C/D
San Sevaine Flood Control Basins,North America,USA,Infiltration basin,3,-117.492214,34.143642,TRUE,C
